FECHAHORA,DEM
2015-01-16T02UTC+01:00,2451.897
2015-01-16T03UTC+01:00,2413.717
2015-01-16T04UTC+01:00,2424.562
2015-01-16T05UTC+01:00,2622.036
2015-01-16T06UTC+01:00,3261.298
2015-01-16T07UTC+01:00,4137.709
2015-01-16T08UTC+01:00,4821.805
2015-01-16T09UTC+01:00,6558.076
2015-01-16T10UTC+01:00,6824.732
2015-01-16T11UTC+01:00,6799.358
2015-01-16T12UTC+01:00,6578.001
2015-01-16T13UTC+01:00,5296.845
2015-01-16T14UTC+01:00,4761.082
2015-01-16T15UTC+01:00,4542.668
2015-01-16T16UTC+01:00,4592.605
2015-01-16T17UTC+01:00,4796.644
2015-01-16T18UTC+01:00,5139.8
2015-01-16T19UTC+01:00,5092.7
2015-01-16T20UTC+01:00,4684.299
2015-01-16T21UTC+01:00,3826.628
2015-01-16T22UTC+01:00,3017.653
2015-01-16T23UTC+01:00,2588.652
2015-01-17T00UTC+01:00,2468.695
2015-01-17T01UTC+01:00,2379.818
2015-01-17T02UTC+01:00,2306.36
2015-01-17T03UTC+01:00,2282.421
2015-01-17T04UTC+01:00,2409.404
2015-01-17T05UTC+01:00,2567.644
2015-01-17T06UTC+01:00,2973.507
2015-01-17T07UTC+01:00,3623.64
2015-01-17T08UTC+01:00,3355.898
2015-01-17T09UTC+01:00,4146.806
2015-01-17T10UTC+01:00,4415.352
2015-01-17T11UTC+01:00,4414.486
2015-01-17T12UTC+01:00,4243.278
2015-01-17T13UTC+01:00,3485.052
2015-01-17T14UTC+01:00,2970.537
2015-01-17T15UTC+01:00,2768.016
2015-01-17T16UTC+01:00,2756.978
2015-01-17T17UTC+01:00,2860.495
2015-01-17T18UTC+01:00,3805.914
2015-01-17T19UTC+01:00,3895.541
2015-01-17T20UTC+01:00,3792.789
2015-01-17T21UTC+01:00,3500.803
2015-01-17T22UTC+01:00,2450.054
2015-01-17T23UTC+01:00,2202.736
2015-01-18T00UTC+01:00,2314.519
2015-01-18T01UTC+01:00,2224.534
2015-01-18T02UTC+01:00,2167.053
2015-01-18T03UTC+01:00,2160.098
2015-01-18T04UTC+01:00,2175.558
2015-01-18T05UTC+01:00,2287.935
2015-01-18T06UTC+01:00,2550.719
2015-01-18T07UTC+01:00,3080.126
2015-01-18T08UTC+01:00,2772.959
2015-01-18T09UTC+01:00,3422.091
2015-01-18T10UTC+01:00,3570.968
2015-01-18T11UTC+01:00,3545.417
2015-01-18T12UTC+01:00,3462.699
2015-01-18T13UTC+01:00,2821.89
2015-01-18T14UTC+01:00,2505.456
2015-01-18T15UTC+01:00,2429.549
2015-01-18T16UTC+01:00,2479.958
2015-01-18T17UTC+01:00,2561.914
2015-01-18T18UTC+01:00,3329.168
2015-01-18T19UTC+01:00,3345.485
2015-01-18T20UTC+01:00,3233.165
2015-01-18T21UTC+01:00,3040.41
2015-01-18T22UTC+01:00,2241.289
2015-01-18T23UTC+01:00,1997.838
2015-01-19T00UTC+01:00,2023.513
2015-01-19T01UTC+01:00,2020.686
2015-01-19T02UTC+01:00,2029.279
2015-01-19T03UTC+01:00,2137.419
2015-01-19T04UTC+01:00,2326.825
2015-01-19T05UTC+01:00,2610.497
2015-01-19T06UTC+01:00,3338.316
2015-01-19T07UTC+01:00,4311.842
2015-01-19T08UTC+01:00,5153.924
2015-01-19T09UTC+01:00,7012.033
2015-01-19T10UTC+01:00,7364.222
2015-01-19T11UTC+01:00,7358.358
2015-01-19T12UTC+01:00,7136.704
2015-01-19T13UTC+01:00,5772.162
