FECHAHORA,DEM
2015-01-17T21UTC+01:00,1440.816
2015-01-17T22UTC+01:00,1365.693
2015-01-17T23UTC+01:00,1271.772
2015-01-18T00UTC+01:00,1173.094
2015-01-18T01UTC+01:00,1027.407
2015-01-18T02UTC+01:00,919.123
2015-01-18T03UTC+01:00,854.143
2015-01-18T04UTC+01:00,828.885
2015-01-18T05UTC+01:00,850.338
2015-01-18T06UTC+01:00,875.35
2015-01-18T07UTC+01:00,898.454
2015-01-18T08UTC+01:00,834.27
2015-01-18T09UTC+01:00,914.84
2015-01-18T10UTC+01:00,1062.988
2015-01-18T11UTC+01:00,1104.671
2015-01-18T12UTC+01:00,1102.128
2015-01-18T13UTC+01:00,1117.903
2015-01-18T14UTC+01:00,1118.775
2015-01-18T15UTC+01:00,1011.521
2015-01-18T16UTC+01:00,959.808
2015-01-18T17UTC+01:00,979.433
2015-01-18T18UTC+01:00,1251.62
2015-01-18T19UTC+01:00,1436.371
2015-01-18T20UTC+01:00,1502.315
2015-01-18T21UTC+01:00,1521.05
2015-01-18T22UTC+01:00,1406.367
2015-01-18T23UTC+01:00,1279.963
2015-01-19T00UTC+01:00,1084.658
2015-01-19T01UTC+01:00,952.452
2015-01-19T02UTC+01:00,862.215
2015-01-19T03UTC+01:00,816.659
2015-01-19T04UTC+01:00,801.376
2015-01-19T05UTC+01:00,829.89
2015-01-19T06UTC+01:00,903.709
2015-01-19T07UTC+01:00,1064.204
2015-01-19T08UTC+01:00,1059.93
2015-01-19T09UTC+01:00,1073.87
2015-01-19T10UTC+01:00,1144.606
2015-01-19T11UTC+01:00,1132.72
2015-01-19T12UTC+01:00,1123.262
2015-01-19T13UTC+01:00,1133.33
2015-01-19T14UTC+01:00,1073.131
2015-01-19T15UTC+01:00,1008.394
2015-01-19T16UTC+01:00,1005.198
2015-01-19T17UTC+01:00,1069.754
2015-01-19T18UTC+01:00,1348.228
2015-01-19T19UTC+01:00,1559.268
2015-01-19T20UTC+01:00,1592.414
2015-01-19T21UTC+01:00,1569.204
2015-01-19T22UTC+01:00,1427.768
2015-01-19T23UTC+01:00,1275.435
2015-01-20T00UTC+01:00,1097.197
2015-01-20T01UTC+01:00,951.38
2015-01-20T02UTC+01:00,865.349
2015-01-20T03UTC+01:00,818.648
2015-01-20T04UTC+01:00,807.195
2015-01-20T05UTC+01:00,837.525
2015-01-20T06UTC+01:00,917.154
2015-01-20T07UTC+01:00,1093.374
2015-01-20T08UTC+01:00,1101.523
2015-01-20T09UTC+01:00,1112.383
2015-01-20T10UTC+01:00,1169.43
2015-01-20T11UTC+01:00,1141.651
2015-01-20T12UTC+01:00,1134.64
2015-01-20T13UTC+01:00,1148.473
2015-01-20T14UTC+01:00,1088.971
2015-01-20T15UTC+01:00,1027.208
2015-01-20T16UTC+01:00,1032.959
2015-01-20T17UTC+01:00,1111.458
2015-01-20T18UTC+01:00,1387.666
2015-01-20T19UTC+01:00,1573.903
2015-01-20T20UTC+01:00,1600.916
2015-01-20T21UTC+01:00,1570.053
2015-01-20T22UTC+01:00,1441.715
2015-01-20T23UTC+01:00,1286.424
2015-01-21T00UTC+01:00,1102.031
2015-01-21T01UTC+01:00,956.028
2015-01-21T02UTC+01:00,869.019
2015-01-21T03UTC+01:00,821.706
2015-01-21T04UTC+01:00,809.833
2015-01-21T05UTC+01:00,839.899
2015-01-21T06UTC+01:00,919.758
2015-01-21T07UTC+01:00,1096.16
2015-01-21T08UTC+01:00,1104.439
